13,2,188,135,76,240,-1,-1,-1,-1
13,3,448,59,106,386,-1,-1,-1,-1
13,4,277,132,63,227,-1,-1,-1,-1
13,5,548,109,47,261,-1,-1,-1,-1
14,2,192,137,78,250,-1,-1,-1,-1
14,3,455,63,106,386,-1,-1,-1,-1
14,4,286,136,65,237,-1,-1,-1,-1
14,5,558,120,47,251,-1,-1,-1,-1
15,2,194,139,79,253,-1,-1,-1,-1
15,3,458,67,106,387,-1,-1,-1,-1
15,4,291,141,65,240,-1,-1,-1,-1
15,5,563,130,48,249,-1,-1,-1,-1
16,2,194,138,81,266,-1,-1,-1,-1
16,3,465,73,108,394,-1,-1,-1,-1
16,4,294,145,65,239,-1,-1,-1,-1
16,5,569,137,51,248,-1,-1,-1,-1
17,2,193,141,80,267,-1,-1,-1,-1
17,3,467,77,111,401,-1,-1,-1,-1
17,4,296,146,66,242,-1,-1,-1,-1
17,5,572,143,53,241,-1,-1,-1,-1
18,2,190,146,80,267,-1,-1,-1,-1
18,3,468,78,112,405,-1,-1,-1,-1
18,4,295,142,70,264,-1,-1,-1,-1
18,5,575,143,55,244,-1,-1,-1,-1
19,2,188,155,78,263,-1,-1,-1,-1
19,3,468,83,111,403,-1,-1,-1,-1
19,4,296,154,68,259,-1,-1,-1,-1
19,5,574,146,59,255,-1,-1,-1,-1
20,2,179,159,79,265,-1,-1,-1,-1
20,3,468,90,109,399,-1,-1,-1,-1
20,4,295,160,68,264,-1,-1,-1,-1
20,5,575,153,60,255,-1,-1,-1,-1
21,2,166,165,80,268,-1,-1,-1,-1
21,3,462,99,107,393,-1,-1,-1,-1
21,4,290,161,70,276,-1,-1,-1,-1
21,5,575,162,60,250,-1,-1,-1,-1
22,2,154,168,86,282,-1,-1,-1,-1
22,3,459,112,105,391,-1,-1,-1,-1
22,4,283,164,70,278,-1,-1,-1,-1
22,5,573,172,61,246,-1,-1,-1,-1
23,2,140,176,89,288,-1,-1,-1,-1
23,3,455,116,105,399,-1,-1,-1,-1
23,4,274,164,73,293,-1,-1,-1,-1
23,5,567,181,63,251,-1,-1,-1,-1
24,2,125,187,91,289,-1,-1,-1,-1
24,3,448,124,105,399,-1,-1,-1,-1
24,4,265,172,76,298,-1,-1,-1,-1
24,5,557,177,67,269,-1,-1,-1,-1
25,2,114,191,94,294,-1,-1,-1,-1
25,3,442,130,104,401,-1,-1,-1,-1
25,4,258,191,73,280,-1,-1,-1,-1
25,5,550,175,70,279,-1,-1,-1,-1
26,2,102,189,101,315,-1,-1,-1,-1
26,3,436,133,104,401,-1,-1,-1,-1
26,4,250,190,77,292,-1,-1,-1,-1
26,5,547,175,71,285,-1,-1,-1,-1
27,2,87,194,105,324,-1,-1,-1,-1
27,3,434,136,102,396,-1,-1,-1,-1
27,4,243,187,82,304,-1,-1,-1,-1
27,5,544,171,73,293,-1,-1,-1,-1
28,2,74,191,111,337,-1,-1,-1,-1
28,3,432,134,103,400,-1,-1,-1,-1
28,4,237,185,88,326,-1,-1,-1,-1
28,5,543,172,73,292,-1,-1,-1,-1
29,2,60,180,120,359,-1,-1,-1,-1
29,3,424,134,103,402,-1,-1,-1,-1
29,4,231,183,93,342,-1,-1,-1,-1
29,5,543,175,71,287,-1,-1,-1,-1
30,2,52,179,122,360,-1,-1,-1,-1
30,3,416,132,105,407,-1,-1,-1,-1
30,4,226,181,97,353,-1,-1,-1,-1
30,5,543,176,70,283,-1,-1,-1,-1
31,1,490,198,57,199,-1,-1,-1,-1
31,2,42,179,124,360,-1,-1,-1,-1
31,3,412,131,106,408,-1,-1,-1,-1
31,4,224,175,100,364,-1,-1,-1,-1
31,5,545,177,71,283,-1,-1,-1,-1
32,1,501,197,52,192,-1,-1,-1,-1
32,2,33,173,128,366,-1,-1,-1,-1
32,3,412,133,106,406,-1,-1,-1,-1
32,4,221,165,105,374,-1,-1,-1,-1
32,5,548,176,71,285,-1,-1,-1,-1
33,1,509,199,47,181,-1,-1,-1,-1
33,2,23,169,129,370,-1,-1,-1,-1
33,3,413,132,107,407,-1,-1,-1,-1
33,4,220,155,108,384,-1,-1,-1,-1
33,5,551,176,71,284,-1,-1,-1,-1
34,1,513,200,46,177,-1,-1,-1,-1
34,2,12,160,133,379,-1,-1,-1,-1
34,3,413,129,108,407,-1,-1,-1,-1
34,4,218,143,113,396,-1,-1,-1,-1
34,5,555,175,72,279,-1,-1,-1,-1
